product,date,run_utc,version,change,affects_radiation,affects_wind,affects_grid,date_precision,source_url,source_type,verified,note
Google DeepMind WeatherNext,2025-06-01,,WeatherNext 2,"WeatherNext 2: 0.25 degree, 6-hourly steps, 64-member ensemble (model spec dated June 2025; public launch announcement 2025-11-17)",FALSE,TRUE,FALSE,month,https://developers.google.com/weathernext/guides/models,primary,corrected,"Google's model specification page labels WeatherNext 2 ""June 2025"", 0.25 degree and 6-hourly with 64 members. The public launch blog is dated 2025-11-17 (available in Earth Engine and BigQuery, Vertex AI early access) and gives no June date."
Google DeepMind WeatherNext,2026-09-03,,WeatherNext 3,"WeatherNext 3: hourly, 64 members; single-level fields (incl. 10 m/100 m wind, ssrd, fdir) at 0.1 degree; 2 m temperature and dewpoint at 0.05 degree from a station-trained head; pressure-level fields (incl. upper-air wind) at 0.25 degree; production model trained to 30 June 2026 incl. experimental 50r1 data; archive from 2026-01-01, 2024-2025 backfill in progress",TRUE,TRUE,TRUE,day,https://developers.google.com/weathernext/guides/models,primary,corrected,"10 m and 100 m wind are single-level fields at 0.1 degree (~10 km), not 25 km. Google's model specification lists single-level variables (including 10 m and 100 m wind components and SSRD/FDIR) at 0.1 degree, only pressure-level fields at 0.25 degree, and station-trained 2 m temperature/dewpoint at 0.05 degree. Rasp et al. (2026) Table 1 lists 10u, 10v, 100u, 100v, ssrd and fdir as single-level targets at 0.25 and 0.1 degree, hourly; Section 2 states pressure-level fields are 0.25 degree only. The blog's ""25 km for atmospheric variables like wind speed"" refers to pressure-level wind. cdir is trained but not served. The model page labels the release ""August 2026""; the launch blog is dated 2026-09-03."
Open-Meteo archive,2023-04-11,,v0.2.5,ICON-EU updates increased to 3-hourly,FALSE,FALSE,FALSE,day,https://github.com/open-meteo/open-meteo/releases,primary,yes,Confirmed against the GitHub release notes. Note these are software release dates; the hosted API can deploy a change on a different day.
Open-Meteo archive,2023-04-20,,v0.2.7,AROME HD wind gusts added; eccodes 2.30.0 in preparation for the June 2023 IFS 48r1 format change,FALSE,TRUE,FALSE,day,https://github.com/open-meteo/open-meteo/releases,primary,corrected,"Release confirmed; the eccodes upgrade was ""for upcoming ECMWF IFS changes in June"" (48r1), not a change that had already happened. Software release date."
Open-Meteo archive,2023-05-17,,v0.2.43,"DWD ICON-EPS integrated along with ensemble models from NOAA, GEM and ECMWF",FALSE,FALSE,FALSE,day,https://github.com/open-meteo/open-meteo/releases,primary,corrected,"Release confirmed; the release integrates ensembles from DWD, NOAA, GEM and ECMWF. Software release date."
Open-Meteo archive,2023-05-26,,v0.2.48,"Ensemble API launched with ECMWF, NOAA, DWD and Canadian ensemble members served out to 35 days",FALSE,TRUE,FALSE,day,https://github.com/open-meteo/open-meteo/releases,primary,yes,Confirmed against the GitHub release notes. Note these are software release dates; the hosted API can deploy a change on a different day.
Open-Meteo archive,2023-07-04,,v0.2.69,Improved solar-radiation calculation accuracy (direct normal irradiance) and sunrise/sunset precision,TRUE,FALSE,FALSE,day,https://github.com/open-meteo/open-meteo/releases,primary,yes,Confirmed against the GitHub release notes. Note these are software release dates; the hosted API can deploy a change on a different day.
Open-Meteo archive,2023-10-10,,v0.2.89,DWD ICON-D2 and NOAA HRRR integrated at their native 15-minute output interval,FALSE,FALSE,FALSE,day,https://github.com/open-meteo/open-meteo/releases,primary,yes,Confirmed against the GitHub release notes. Note these are software release dates; the hosted API can deploy a change on a different day.
Open-Meteo archive,2024-01-11,,v1.0.0,v1.0.0: internal database restructured; many models and variables renamed; daylight and sunshine duration added; ERA5 ocean waves added to Marine API; groundwork for AWS open-data distribution,FALSE,FALSE,FALSE,day,https://github.com/open-meteo/open-meteo/releases,primary,corrected,"Release confirmed (database restructuring, daylight/sunshine duration, ERA5 ocean waves, many models and variables renamed). The renaming can break a pipeline that queries by variable name. Software release date."
Open-Meteo archive,2024-02-01,,,ECMWF IFS open-data stream served by Open-Meteo moved from 0.4 to 0.25 degree; surface variables plus 9 pressure levels,FALSE,TRUE,TRUE,day,https://openmeteo.substack.com/p/ecmwf-ifs-upgraded-to-025-resolution,primary,corrected,"On 2024-02-01 (Open-Meteo post of 2024-02-05) only ECMWF open data moved from 0.4 to 0.25 degree, with no direct radiation mentioned. Native 9 km O1280 HRES with native direct radiation came on 2025-10-01, which has its own row. The 9 pressure levels belong to the open-data stream."
Open-Meteo archive,2024-12-31,,v1.4.0,"New Open-Meteo on-disk file format introduced, closer to NetCDF4, alongside the legacy format",FALSE,FALSE,FALSE,day,https://github.com/open-meteo/open-meteo/releases,primary,yes,Confirmed. Legacy and new formats both readable; new-format files on AWS from 2025-01-14. Software release date.
Open-Meteo archive,2026-09-10,,v1.6.0,Marine API migrated to generic readers; projection-grid and data-encoding bug fixes,FALSE,FALSE,FALSE,day,https://github.com/open-meteo/open-meteo/releases,primary,yes,Confirmed (release dated 2026-09-10). Software release date.
Dynamical.org archive,2024-06-25,,,dynamical.org publicly introduced,FALSE,FALSE,FALSE,day,https://dynamical.org/updates/,primary,yes,Confirmed on the dynamical.org updates page.
Dynamical.org archive,2024-07-09,,,GFS hourly analysis (2015-present) becomes the first catalog dataset,FALSE,FALSE,FALSE,day,https://dynamical.org/updates/,primary,yes,Confirmed on the dynamical.org updates page.
Dynamical.org archive,2025-07-02,,,GFS forecasts become operational in the catalog,FALSE,FALSE,FALSE,day,https://dynamical.org/updates/,primary,yes,Confirmed on the dynamical.org updates page.
Dynamical.org archive,2025-11-20,,,"ECMWF IFS ENS forecast dataset live: ECMWF open data, 0.25 degree, 00 UTC init, coverage from 2024-04-01; 10 m gust from 2024-11-13 and total cloud cover from 2025-11-21 only",FALSE,TRUE,FALSE,day,https://dynamical.org/catalog/ecmwf-ifs-ens-forecast-15-day-0-25-degree/,primary,corrected,"Date confirmed. The dataset coverage starts 2024-04-01 from ECMWF open data at 0.25 degree; wind_gust_10m is NaN before 2024-11-13 and total_cloud_cover before 2025-11-21, so some variables start mid-record."
Dynamical.org archive,2026-04-01,,,ECMWF AIFS Single forecast added to the catalog,FALSE,FALSE,FALSE,day,https://dynamical.org/updates/,primary,yes,Confirmed on the dynamical.org updates page.
Dynamical.org archive,2026-04-24,,,"DWD ICON-EU forecast goes live; Zarr v3 deprecated, users to migrate to Icechunk by 2026-07-23",FALSE,FALSE,FALSE,day,https://dynamical.org/updates/,primary,corrected,"Date confirmed for the ICON-EU launch. The Zarr v3 to Icechunk item is an announcement that Zarr v3 is deprecated with a migration deadline of 23 July 2026, not a completed migration."
Dynamical.org archive,2026-06-01,,,ECMWF AIFS ENS joins the catalog,FALSE,FALSE,FALSE,day,https://dynamical.org/updates/,primary,yes,Confirmed on the dynamical.org updates page.
ECMWF AIFS,2025-07-31,06:00,AIFS Single v1.1,AIFS Single v1.1 implemented (fix for spurious rainfall from soil-moisture loss weighting); reverted to v1 on 2025-08-01 after a stepRange issue with six accumulated fields including ssrd,TRUE,FALSE,FALSE,day,https://confluence.ecmwf.int/display/FCST/Implementation+of+AIFS+Single+v1,primary,yes,Reverted the next day; see the 2025-08-27 row.
ECMWF AIFS,2025-08-27,06:00,AIFS Single v1.1,AIFS Single v1.1 re-implemented after the accumulated-field stepRange fix; model card reports no significant skill change,TRUE,FALSE,FALSE,day,https://confluence.ecmwf.int/display/FCST/Implementation+of+AIFS+Single+v1,primary,yes,ssrd accumulation metadata differ between 2025-07-31 and 2025-08-01.
ERA5/ERA5T,2024-07-01,,ERA5T correction period,"Final ERA5 differs from ERA5T for 1 July to 17 November 2024 after correcting assimilation of incorrect snow observations over the Alps; mainly snow depth, 2 m temperature and dewpoint",FALSE,FALSE,FALSE,day,https://confluence.ecmwf.int/display/CKB/ERA5%3A+data+documentation,primary,yes,
DWD ICON global,2019-10-22,06:00,2.5.1,"Tuning of the revised cloud-cover scheme (low/mid cloud and global radiation RMSE down 1-2%, daytime radiation bias reduced 3-4 W/m2); limiter for overshooting convection; SSMI/S over land",TRUE,FALSE,FALSE,day,https://www.dwd.de/DE/fachnutzer/forschung_lehre/numerische_wettervorhersage/nwv_aenderungen/_functions/DownloadBox_modellaenderungen/icon/pdf_2019/pdf_icon_22_10_2019.pdf?__blob=publicationFile,primary,yes,Radiation-relevant.
DWD ICON global,2021-04-14,06:00,2.6.2-nwp2,"Major configuration upgrade for global, ICON-EU and ICON-D2 (09 UTC for D2): radiation scheme RRTM replaced by ecRad with McICA stochastic cloud overlap; CAMEL satellite longwave emissivity; turbulence physics-dynamics coupling bug fixed (missing cp/cv factor); sulfate aerosol made non-absorbing; heat-transfer resistance retuned for 2 m diurnal cycle",TRUE,TRUE,FALSE,day,https://www.dwd.de/DE/fachnutzer/forschung_lehre/numerische_wettervorhersage/nwv_aenderungen/_functions/DownloadBox_modellaenderungen/icon/pdf_2021/pdf_icon_14_04_2021.pdf?__blob=publicationFile,primary,yes,The largest radiation change in ICON in the period.
DWD ICON-D2,2021-05-26,,2.6.2-nwp3,Adaptive pressure bias correction at the lateral boundaries and minor tuning in ICON-D2/-EPS,FALSE,FALSE,FALSE,day,https://www.dwd.de/DE/fachnutzer/forschung_lehre/numerische_wettervorhersage/nwv_aenderungen/_functions/DownloadBox_modellaenderungen/icon_d2/pdf_2021/pdf_icon_d2_system_26_05_2021.pdf?__blob=publicationFile,primary,yes,Minor.
DWD ICON global,2022-05-11,06:00,2.6.4-nwp4,Assimilation of SYNOP 2 m temperature; model-DA coupling of soil and surface parameters to T2M increments; ECMWF ozone in IASI assimilation; improved MHS/ATMS/SSMIS cloud detection,FALSE,FALSE,FALSE,day,https://www.dwd.de/DE/fachnutzer/forschung_lehre/numerische_wettervorhersage/nwv_aenderungen/_functions/DownloadBox_modellaenderungen/icon/pdf_2022/pdf_icon_11_05_2022.pdf?__blob=publicationFile,primary,yes,Start of the adaptive-parameter coupling later extended to surface friction on 2022-11-23.
DWD ICON global,2023-11-28,06:00,icon-2.6.6-nwp1,Retuned SSO scheme and turbulence source term for NH winter; inversion diagnostic in the cloud-cover scheme to improve stratocumulus; additional GNSS-RO,TRUE,TRUE,FALSE,day,https://www.dwd.de/DE/fachnutzer/forschung_lehre/numerische_wettervorhersage/nwv_aenderungen/_functions/DownloadBox_modellaenderungen/icon/pdf_2023/pdf_icon_28_11_2023.pdf?__blob=publicationFile,primary,yes,
DWD ICON global,2024-12-04,06:00,icon-2024.10-dwd-2.0,Extended adaptive parameter tuning (soil hydraulic diffusivity and more); revised snow cover in surface transfer; global and ICON-D2 (09 UTC),FALSE,TRUE,FALSE,day,https://www.dwd.de/DE/fachnutzer/forschung_lehre/numerische_wettervorhersage/nwv_aenderungen/_functions/DownloadBox_modellaenderungen/icon/pdf_2024/pdf_icon_04_12_2024.pdf?__blob=publicationFile,primary,yes,Surface-transfer changes can shift near-surface wind.
DWD ICON global,2025-09-24,06:00,icon-2025.04-dwd-2.0,"All ICON configurations: inversion-cloud parameterisation extended from stratocumulus to stratus (minimum inversion 400 m to 100 m), improving winter fog/stratus in central Europe, and activated in ICON-D2; extended adaptive parameter tuning",TRUE,FALSE,FALSE,day,https://www.dwd.de/DE/fachnutzer/forschung_lehre/numerische_wettervorhersage/nwv_aenderungen/_functions/DownloadBox_modellaenderungen/icon/pdf_2025/pdf_icon_24_09_2025.pdf?__blob=publicationFile,primary,yes,Winter low cloud directly affects surface solar radiation.
DWD ICON global,2025-12-02,06:00,icon-2025.04-dwd-3.0,Bare-soil evaporation from soil-top temperature (all configurations); convection entrainment/detrainment retuned; adaptive-tuning filter timescales revised; GNSS-RO changes,FALSE,FALSE,FALSE,day,https://www.dwd.de/DE/fachnutzer/forschung_lehre/numerische_wettervorhersage/nwv_aenderungen/_functions/DownloadBox_modellaenderungen/icon/pdf_2025/pdf_icon_02_12_2025.pdf?__blob=publicationFile,primary,yes,
DWD ICON-D2,2026-02-18,09:00,icon-2025.04-dwd-4.0,New output field for SSO-corrected 10 m wind (ICON-D2); adaptive surface friction restricted to grid points with small SSO standard deviation; revised visibility and ceiling diagnostics,FALSE,TRUE,FALSE,day,https://www.dwd.de/DE/fachnutzer/forschung_lehre/numerische_wettervorhersage/nwv_aenderungen/_functions/DownloadBox_modellaenderungen/icon/pdf_2026/pdf_icon_18_02_2026.pdf?__blob=publicationFile,primary,yes,New wind output field and friction change.
DWD ICON global,2026-06-30,12:00,icon-2025.10-dwd-2.2,Global configurations: SST ensemble perturbations revised; ensemble physics perturbations retuned; lower-stratosphere humidity relaxation reduced; AWS MWR radiances,FALSE,FALSE,FALSE,day,https://www.dwd.de/DE/fachnutzer/forschung_lehre/numerische_wettervorhersage/nwv_aenderungen/_functions/DownloadBox_modellaenderungen/icon/pdf_2026/pdf_icon_30_06_2026.pdf?__blob=publicationFile,primary,yes,Ensemble spread only.
DWD ICON global,2026-07-22,12:00,DACE 2.28,FCI on Meteosat-12 replaces SEVIRI on Meteosat-10 in the global data assimilation,FALSE,FALSE,FALSE,day,https://www.dwd.de/DE/fachnutzer/forschung_lehre/numerische_wettervorhersage/nwv_aenderungen/_functions/DownloadBox_modellaenderungen/icon/pdf_2026/pdf_icon_22_07_2026.pdf?__blob=publicationFile,primary,yes,Satellite input change for the analysis.
DWD ICON global,2026-09-02,12:00,,"Simplified 2D prognostic aerosol scheme replaces the Tegen climatology for non-dust aerosol in global configurations incl. ICON-EU; DWD reports global radiation increases significantly and diffuse slightly, with reduced biases",TRUE,FALSE,FALSE,day,https://www.dwd.de/DE/fachnutzer/forschung_lehre/numerische_wettervorhersage/nwv_aenderungen/_functions/DownloadBox_modellaenderungen/icon/pdf_2026/pdf_icon_02_09_2026.pdf?__blob=publicationFile,primary,yes,Radiation-relevant.
DWD ICON global,2026-10-06,06:00,,"Announced: ICON-EPS mesh 26 to 20 km and ICON-EU-EPS 13 to 10 km; ICON-EU nested domain slightly enlarged (mainly south, a few rows west and north) for deterministic and EPS",FALSE,TRUE,TRUE,announced,https://www.dwd.de/DE/fachnutzer/forschung_lehre/numerische_wettervorhersage/nwv_aenderungen/_functions/DownloadBox_modellaenderungen/icon/pdf_2026/pdf_icon_06_10_2026.pdf?__blob=publicationFile,primary,yes,Announced; after the check date of 2026-09-23. ICON-EU grid extent changes.
Met Office,2019-12-04,,PS43 / OS43,"Global: GA7.2 physics (boundary layer, cloud, radiation, warm rain, deep convection); MOGREPS-G En-4DEnVar initialisation replaces ETKF. UKV/MOGREPS-UK: RAL2-M (lying snow, sub-grid turbulence, mixed-phase ice cloud fraction), hourly soil-moisture EKF; UKV stays on 70 levels",TRUE,TRUE,FALSE,day,https://gmd.copernicus.org/articles/16/1713/2023/,primary,yes,"Date from Met Office authors (Bush et al., GMD 2023); release notes at https://www.metoffice.gov.uk/services/data/met-office-data-for-reuse/ps43_aws"
Met Office,2025-05-01,,PS46 / OS46,Port of the operational suite from the Cray XC40 to the Microsoft Azure / Cray EX supercomputer; no science change intended,FALSE,FALSE,FALSE,month,https://www.metoffice.gov.uk/blog/2025/better-forecasts-ahead-as-met-office-transitions-to-a-supercomputer-in-azure-cloud,primary,yes,"Blog of 2025-05-19 says the new machine ""officially took over""; PS46 identified as the port in the UK government algorithmic transparency record. Exact switchover day not published."
NOAA GFS,2019-06-12,12:00,v15.1,"FV3 dynamical core replaces spectral core; GFDL microphysics replaces Zhao-Carr; ozone and water-vapour photochemistry; revised bare-soil evaporation; convection change to reduce cloud-top cooling; 13 km, 64 levels",TRUE,TRUE,FALSE,day,https://www.weather.gov/media/notification/pdf2/scn19-40gfs_v15.1.pdf,primary,yes,
NOAA GEFS,2026-06-15,12:00,v12.3.20,"Bugfix: downward/upward shortwave flux fields stored with 6 instead of 3 significant digits in GRIB2 to remove spurious negative values (DSWRFsfc, USWRFsfc, USWRFtoa)",TRUE,FALSE,FALSE,day,https://www.weather.gov/media/notification/pdf_2026/scn26-57_GEFS_Shortwave_radiation_fix.pdf,primary,yes,Changes stored SSRD values without a model change.
Meteo-France,2022-07-01,,ARPEGE 46t1,ARPEGE cycle 46t1 introduced in mid-2022; Meteo-France reports a reduction of over-forecast of light rain,FALSE,FALSE,FALSE,month,https://www.ecmwf.int/sites/default/files/elibrary/092024/81601-application-and-verification-of-ecmwf-products-2024-france.pdf,primary,yes,"Month is ""middle of 2022"" only; exact date not found."
Copernicus CERRA,2025-10-07,,,CERRA July 2024 to April 2025 published in the CDS; monthly near-real-time updates thereafter,FALSE,TRUE,FALSE,day,https://forum.ecmwf.int/t/cerra-data-from-july-2024-to-april-2025-now-available-on-the-cds/14235,primary,yes,No date found for the August 2022 to June 2024 chunk.
Copernicus CAMS Radiation,2021-06-01,,CRS v4.0,APOLLO_NG cloud retrieval (fuzzy-logic cloud detection) replaces APOLLO; McClear v3.5,TRUE,FALSE,FALSE,month,https://confluence.ecmwf.int/spaces/CKB/pages/266592908/CAMS+solar+radiation+time-series+data+documentation,primary,yes,"CRS is computed on request, so a version change may apply to the whole history; check before cutting folds."
Copernicus CAMS Radiation,2022-09-01,,CRS v4.5,New all-sky model; bias correction removed; McClear 3.5 uses CAMS reanalysis for 2004-2020,TRUE,FALSE,FALSE,month,https://confluence.ecmwf.int/spaces/CKB/pages/266592908/CAMS+solar+radiation+time-series+data+documentation,primary,yes,Bias-correction removal can shift the whole series.
Open-Meteo archive,2025-10-01,,,"Following ECMWF opening its real-time catalogue on 2025-10-01, Open-Meteo serves native 9 km O1280 IFS HRES with native direct radiation, dew point, visibility, showers and boundary-layer height, hourly to 90 h, without the 2-hour delay; no pressure levels in the 9 km model",TRUE,TRUE,TRUE,day,https://openmeteo.substack.com/p/ecmwf-transitions-to-open-data,primary,yes,The direct-radiation source change; the 2024-02-01 row is only the open-data move to 0.25 degree. Open-Meteo's 9 km availability conflicts with ECMWF's note that the 9 km catalogue is planned later in 2026; unresolved.
Dynamical.org archive,2025-03-12,,,NOAA GEFS 35-day forecasts released (first non-demo dataset),FALSE,TRUE,FALSE,day,https://dynamical.org/updates/,primary,yes,
Dynamical.org archive,2025-04-29,,,GEFS analysis live (25+ years),FALSE,TRUE,FALSE,day,https://dynamical.org/updates/,primary,yes,
